gebied;compartiment;datetime;X_RD;Y_RD;source;license;method;date_added;script;parameter;value;unit
Westerschelde;3;2020-07-06T15:38:57Z;39969;39969;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-07-06T15:57:39Z;45173;45173;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;873.15;mg C/m2/d
Westerschelde;3;2020-07-06T15:57:39Z;45173;45173;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;3;2020-07-06T16:16:22Z;50738;50738;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;576.85;mg C/m2/d
Westerschelde;3;2020-07-06T16:16:22Z;50738;50738;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;4;2020-07-06T16:35:05Z;55238;55238;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;432.43;mg C/m2/d
Westerschelde;4;2020-07-06T16:35:05Z;55238;55238;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;5;2020-07-07T07:40:44Z;59602;59602;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;519.35;mg C/m2/d
Westerschelde;5;2020-07-07T07:40:44Z;59602;59602;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;5;2020-07-07T07:59:28Z;61636;61636;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;411.52;mg C/m2/d
Westerschelde;5;2020-07-07T07:59:28Z;61636;61636;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;5;2020-07-07T08:18:11Z;64024;64024;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;482.89;mg C/m2/d
Westerschelde;5;2020-07-07T08:18:11Z;64024;64024;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;5;2020-07-07T08:36:54Z;65827;65827;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;624.52;mg C/m2/d
Westerschelde;5;2020-07-07T08:36:54Z;65827;65827;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;5;2020-07-07T08:55:37Z;68827;68827;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;435.43;mg C/m2/d
Westerschelde;5;2020-07-07T08:55:37Z;68827;68827;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;6;2020-07-07T09:14:21Z;72166;72166;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;277.72;mg C/m2/d
Westerschelde;6;2020-07-07T09:14:21Z;72166;72166;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;7a;2020-07-07T09:33:03Z;73607;73607;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;328.81;mg C/m2/d
Westerschelde;7a;2020-07-07T09:33:03Z;73607;73607;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;conversionEtoC;5;molC/(mol fotonen)
Westerschelde;1;2020-07-21T14:31:51Z;29656;29656;RWS;CC0;FRRF/scanfish;2025-08-14;load_rws_integrated_pp.Rmd;PP_depth_integrated;932.74;mg C/m2/d
